"Voltage_x"	"Voltage_y"
11	374.3	
11.083	374.4	
11.167	374.4	
11.25	374.3	
11.333	374.5	
11.417	374.4	
11.5	374.5	
11.583	374.4	
11.667	374.5	
11.75	374.7	
11.833	374.7	
11.917	374.4	
12	374.3	
12.083	374.2	
12.167	374.2	
12.25	374.1	
12.333	374.1	
12.417	374.2	
12.5	374.3	
12.583	374.1	
12.667	374.3	
12.75	374.3	
12.833	374.3	
12.917	374.3	
13	374.4	
13.083	374.4	
13.167	374.3	
13.25	374.4	
13.333	373.9	
13.417	373.8	
13.5	373.8	
13.583	373.8	
13.667	373.8	
13.75	373.7	
13.833	373.7	
13.917	373.8	
14	373.8	
14.083	373.8	
14.167	373.8	
14.25	373.8	
14.333	374	
14.417	374.2	
14.5	373.8	
14.583	373.7	
14.667	373.7	
14.75	373.7	
14.833	373.8	
14.917	373.8	
15	373.8	
15.083	373.9	
15.167	373.9	
15.25	374.1	
15.333	374.4	
15.417	374	
15.5	374.1	
15.583	374.1	
15.667	374.2	
15.75	374.2	
15.833	374.3	
15.917	374.3	
16	374.3	
16.083	374.3	
16.167	374.4	
16.25	374.4	
16.333	374.4	
16.417	374.4	
16.5	374.5	
16.583	374.3	
16.667	374.2	
16.75	374.2	
16.833	374.3	
16.917	374.4	
17	374.4	
17.083	374.3	
17.167	374.3	
17.25	374.2	
17.333	374.1	
17.417	374	
17.5	373.8	
17.583	373.6	
17.667	373.5	
17.75	373.5	
17.833	373.4	
17.917	373.3	
18	373.3	
18.083	373.2	
18.167	373.2	
18.25	373.5	
18.333	373.4	
18.417	373.2	
18.5	373	
18.583	373	
18.667	372.8	
18.75	372.8	
18.833	372.8	
18.917	372.8	
19	373.2	
19.083	373.1	
19.167	372.9	
19.25	372.7	
19.333	372.6	
19.417	372.6	
19.5	372.6	
19.583	372.4	
19.667	372.6	
19.75	372.9	
19.833	372.8	
19.917	372.5	
20	372.4	
20.083	372.4	
20.167	372.4	
20.25	372.3	
20.333	372.2	
20.417	372.2	
20.5	372.5	
20.583	372.6	
20.667	372.4	
20.75	372.2	
20.833	372.1	
20.917	372.1	
21	372	
21.083	372	
21.167	372	
21.25	372.3	
21.333	372.4	
21.417	372.2	
21.5	372	
21.583	371.9	
21.667	371.9	
21.75	371.8	
21.833	371.9	
21.917	371.9	
22	372.3	
22.083	372.3	
22.167	372	
22.25	371.9	
22.333	371.9	
22.417	371.9	
22.5	371.9	
22.583	371.9	
22.667	371.9	
22.75	372.2	
22.833	372.4	
22.917	372	
23	372	
23.083	371.8	
23.167	371.9	
23.25	371.8	
23.333	372.3	
23.417	372.2	
23.5	371.9	
23.583	371.7	
23.667	371.6	
23.75	371.6	
23.833	371.6	
23.917	371.6	
24	371.6	
24.083	371.8	
24.167	372	
24.25	371.7	
24.333	371.6	
24.417	371.5	
24.5	371.5	
24.583	371.5	
24.667	371.5	
24.75	371.5	
24.833	371.6	
24.917	371.8	
25	371.9	
25.083	371.7	
25.167	371.5	
25.25	371.6	
25.333	371.6	
25.417	371.5	
25.5	371.4	
25.583	372	
25.667	371.7	
25.75	371.8	
25.833	371.8	
25.917	371.6	
26	371.6	
26.083	371.4	
26.167	371.4	
26.25	371.4	
26.333	371.5	
26.417	371.5	
26.5	371.8	
26.583	371.6	
26.667	371.3	
26.75	371.2	
26.833	371.5	
26.917	371.5	
27	371.5	
27.083	371.3	
27.167	371.2	
27.25	371.2	
27.333	371.3	
27.417	371.1	
27.5	371.3	
27.583	371.5	
27.667	371.5	
27.75	371.3	
27.833	371.1	
27.917	371.2	
28	371.1	
28.083	371.1	
28.167	371.1	
28.25	371	
28.333	371	
28.417	371.1	
28.5	371	
28.583	371.1	
28.667	371.1	
28.75	370.9	
28.833	371.2	
28.917	371.5	
29	371.5	
29.083	371.4	
29.167	371.4	
29.25	371.4	
29.333	371.2	
29.417	371.1	
29.5	371	
29.583	371	
29.667	371	
29.75	371	
29.833	371	
29.917	371	
30	371	
30.083	370.9	
30.167	370.9	
30.25	370.7	
30.333	370.8	
30.417	370.9	
30.5	371	
30.583	371.2	
30.667	371.2	
30.75	371	
30.833	370.8	
30.917	370.8	
31	370.8	
31.083	370.7	
31.167	370.7	
31.25	370.7	
31.333	370.7	
31.417	370.8	
31.5	370.7	
31.583	370.7	
31.667	370.6	
31.75	370.6	
31.833	370.5	
31.917	370.6	
32	370.6	
32.083	370.6	
32.167	370.6	
32.25	370.6	
32.333	370.5	
32.417	370.6	
32.5	370.6	
32.583	370.6	
32.667	370.6	
32.75	370.7	
32.833	370.7	
32.917	370.9	
33	371	
33.083	371	
33.167	370.8	
33.25	370.7	
33.333	370.6	
33.417	370.6	
33.5	370.7	
33.583	370.7	
33.667	370.8	
33.75	370.6	
33.833	370.7	
33.917	370.7	
34	370.7	
34.083	370.8	
34.167	370.9	
34.25	371	
34.333	371	
34.417	371.1	
34.5	371.1	
34.583	371	
34.667	371	
34.75	370.8	
34.833	370.8	
34.917	370.9	
35	370.9	
35.083	370.9	
35.167	371	
35.25	371	
35.333	371	
35.417	371.3	
35.5	371.5	
35.583	371.5	
35.667	371.2	
35.75	371.1	
35.833	371.1	
35.917	371.3	
36	371.3	
36.083	371.3	
36.167	371.3	
36.25	371.6	
36.333	371.5	
36.417	371.8	
36.5	371.6	
36.583	371.5	
36.667	371.5	
36.75	371.6	
36.833	371.6	
36.917	371.6	
37	371.7	
37.083	372.2	
37.167	372.1	
37.25	371.7	
37.333	371.7	
37.417	371.7	
37.5	371.8	
37.583	372.4	
37.667	372.2	
37.75	372.2	
37.833	372.1	
37.917	371.7	
38	371.9	
38.083	371.8	
38.167	371.9	
38.25	371.8	
38.333	372.1	
38.417	372.2	
38.5	372.1	
38.583	371.9	
38.667	371.9	
38.75	371.9	
38.833	371.9	
38.917	372.5	
39	372.4	
39.083	372.3	
39.167	371.9	
39.25	372	
39.333	371.9	
39.417	372.1	
39.5	372.5	
39.583	372.4	
39.667	372.1	
39.75	372	
39.833	372	
39.917	372.1	
40	372.4	
40.083	372.3	
40.167	372	
40.25	372.2	
40.333	372.1	
40.417	372.1	
40.5	372.5	
40.583	372.6	
40.667	372.2	
40.75	372.1	
40.833	372.1	
40.917	372.3	
41	372.5	
41.083	373.1	
41.167	373.2	
41.25	373.4	
41.333	374.1	
41.417	374	
41.5	374.2	
41.583	374.3	
41.667	374.3	
41.75	374.3	
41.833	374.4	
41.917	374.4	
42	374.4	
42.083	374.4	
42.167	374.4	
42.25	374.5	
42.333	374.4	
42.417	374.4	
42.5	374.4	
42.583	373.9	
42.667	374.2	
42.75	374.4	
42.833	374.4	
42.917	374.4	
43	374.3	
43.083	374.4	
43.167	374.4	
43.25	374.3	
43.333	374.3	
43.417	374.4	
43.5	374.3	
43.583	374.4	
43.667	374.4	
43.75	374.4	
43.833	374.4	
43.917	374.4	
44	374.4	
44.083	374.3	
44.167	374.4	
44.25	374.4	
44.333	374.4	
44.417	374.4	
44.5	374.4	
44.583	374.5	
44.667	374.4	
44.75	374.4	
44.833	374.4	
44.917	374.3	
45	374.3	
45.083	374.4	
45.167	374.3	
45.25	374.3	
45.333	374.3	
45.417	374.3	
45.5	374.3	
45.583	374.3	
45.667	374.3	
45.75	374.3	
45.833	374.3	
45.917	374.4	
46	374.3	
46.083	374.3	
46.167	374.4	
46.25	374.3	
46.333	374.3	
46.417	374.3	
46.5	374.3	
46.583	374.3	
46.667	374.3	
46.75	374.2	
46.833	374.2	
46.917	374.2	
47	374.2	
47.083	374.2	
47.167	374.2	
47.25	374.2	
47.333	374.1	
47.417	374.1	
47.5	374.2	
47.583	374.2	
47.667	374.2	
47.75	374.2	
47.833	374.2	
47.917	374.2	
48	374.1	
48.083	374.2	
48.167	374.1	
48.25	374.1	
48.333	374.2	
48.417	374.1	
48.5	374.1	
48.583	374.1	
48.667	374.2	
48.75	374.1	
48.833	374.1	
48.917	374.1	
49	374.1	
49.083	374	
49.167	374.1	
49.25	374.1	
49.333	374.1	
49.417	374.1	
49.5	374.1	
49.583	374.1	
49.667	374	
49.75	374	
49.833	374	
49.917	374	
50	374	
50.083	374	
50.167	374	
50.25	374	
50.333	373.9	
50.417	373.9	
50.5	374	
50.583	374	
50.667	374	
50.75	374	
50.833	374	
50.917	374	
51	373.9	
51.083	374	
51.167	374	
51.25	373.8	
51.333	373.9	
51.417	373.9	
51.5	374	
51.583	373.9	
51.667	373.9	
51.75	373.9	
51.833	373.9	
51.917	373.9	
52	373.8	
52.083	373.8	
52.167	373.8	
52.25	373.8	
52.333	373.8	
52.417	373.8	
52.5	373.7	
52.583	373.7	
52.667	373.7	
52.75	373.6	
52.833	373.6	
52.917	373.5	
53	373.5	
53.083	373.5	
53.167	373.5	
53.25	373.4	
53.333	373.4	
53.417	373.4	
53.5	373.4	
53.583	373.4	
53.667	373.4	
53.75	373.4	
53.833	373.4	
53.917	373.3	
54	373.4	
54.083	373.3	
54.167	373.4	
54.25	373.3	
54.333	373.3	
54.417	373.3	
54.5	373.3	
54.583	373.2	
54.667	373.3	
54.75	373.3	
54.833	373.3	
54.917	373.3	
55	373.3	
55.083	373.3	
55.167	373.3	
55.25	373.3	
55.333	373.2	
55.417	373.2	
55.5	373.2	
55.583	373.3	
55.667	373.2	
55.75	373.2	
55.833	373.2	
55.917	373.2	
56	373.2	
56.083	373.2	
56.167	373.2	
56.25	373.2	
56.333	373.2	
56.417	373.1	
56.5	373.1	
56.583	373.1	
56.667	373.1	
56.75	373.1	
56.833	373	
56.917	373.1	
57	373	
57.083	373	
57.167	373	
57.25	373	
57.333	373	
57.417	373	
57.5	372.6	
57.583	372.7	
57.667	372.7	
57.75	372.7	
57.833	372.8	
57.917	372.8	
58	373.1	
58.083	373.1	
58.167	373	
58.25	372.9	
58.333	372.5	
58.417	372.6	
58.5	372.6	
58.583	372.6	
58.667	372.6	
58.75	372.6	
58.833	372.5	
58.917	372.6	
59	372.8	
59.083	373	
59.167	373	
59.25	372.9	
59.333	373	
59.417	372.8	
59.5	372.7	
59.583	373	
59.667	373	
59.75	372.9	
59.833	372.7	
59.917	372.6	
60	372.6	
60.083	372.4	
60.167	372.4	
60.25	372.5	
60.333	372.4	
60.417	372.4	
60.5	366.9	
60.583	1.3	
60.667	1.3	
60.75	1.3	
60.833	1.3	
60.917	1.3	
61	1.3	
61.083	1.2	
