"Voltage_x"	"Voltage_y"
33.75	377.4	
33.833	377.4	
33.917	377.5	
34	377.6	
34.083	377.7	
34.167	377.7	
34.25	377.8	
34.333	377.8	
34.417	377.9	
34.5	378	
34.583	378	
34.667	378.1	
34.75	378.2	
34.833	378.3	
34.917	378.3	
35	378.4	
35.083	378.5	
35.167	378.5	
35.25	378.6	
35.333	378.7	
35.417	378.7	
35.5	378.8	
35.583	378.9	
35.667	378.9	
35.75	379	
35.833	379.1	
35.917	379.2	
36	379.2	
36.083	379.3	
36.167	379.4	
36.25	379.5	
36.333	379.5	
36.417	379.6	
36.5	379.7	
36.583	379.8	
36.667	379.9	
36.75	379.9	
36.833	380	
36.917	380.1	
37	380.2	
37.083	380.2	
37.167	380.3	
37.25	380.4	
37.333	380.5	
37.417	380.6	
37.5	380.6	
37.583	380.7	
37.667	380.8	
37.75	380.9	
37.833	381	
37.917	381.1	
38	381.2	
38.083	381.2	
38.167	381.4	
38.25	381.4	
38.333	381.5	
38.417	381.6	
38.5	381.7	
38.583	381.8	
38.667	381.9	
38.75	382	
38.833	382.1	
38.917	382.1	
39	382.2	
39.083	382.3	
39.167	382.4	
39.25	382.5	
39.333	382.6	
39.417	382.7	
39.5	382.8	
39.583	382.9	
39.667	383	
39.75	383.1	
39.833	383.2	
39.917	383.3	
40	383.4	
40.083	383.5	
40.167	383.6	
40.25	383.7	
40.333	383.8	
40.417	383.9	
40.5	384	
40.583	384.2	
40.667	384.2	
40.75	384.3	
40.833	384.4	
40.917	384.5	
41	384.6	
41.083	384.7	
41.167	384.8	
41.25	384.8	
41.333	385	
41.417	385	
41.5	385.1	
41.583	385.2	
41.667	385.3	
41.75	385.4	
41.833	385.5	
41.917	385.6	
42	385.6	
42.083	385.7	
42.167	385.8	
42.25	385.9	
42.333	386	
42.417	386.1	
42.5	386.2	
42.583	386.3	
42.667	386.4	
42.75	386.4	
42.833	386.5	
42.917	386.6	
43	386.7	
43.083	386.8	
43.167	386.9	
43.25	387	
43.333	387.1	
43.417	387.2	
43.5	387.2	
43.583	387.4	
43.667	387.4	
43.75	387.6	
43.833	387.6	
43.917	387.7	
44	387.7	
44.083	387.8	
44.167	387.9	
44.25	388	
44.333	388	
44.417	388.1	
44.5	388.2	
44.583	388.3	
44.667	388.3	
44.75	388.4	
44.833	388.5	
44.917	388.5	
45	388.6	
45.083	388.6	
45.167	388.7	
45.25	388.7	
45.333	388.8	
45.417	388.9	
45.5	388.9	
45.583	389	
45.667	389	
45.75	389.1	
45.833	389.1	
45.917	389.2	
46	389.3	
46.083	389.3	
46.167	389.4	
46.25	389.5	
46.333	389.5	
46.417	389.6	
46.5	389.6	
46.583	389.7	
46.667	389.7	
46.75	389.8	
46.833	389.8	
46.917	389.9	
47	389.9	
47.083	390	
47.167	390	
47.25	390.1	
47.333	390.1	
47.417	390.2	
47.5	390.2	
47.583	390.3	
47.667	390.3	
47.75	390.4	
47.833	390.4	
47.917	390.5	
48	390.5	
48.083	390.6	
48.167	390.6	
48.25	390.7	
48.333	390.7	
48.417	390.8	
48.5	390.8	
48.583	390.9	
48.667	390.9	
48.75	391	
48.833	391	
48.917	391	
49	391.2	
49.083	391.2	
49.167	391.2	
49.25	391.3	
49.333	391.3	
49.417	391.3	
49.5	391.4	
49.583	391.4	
49.667	391.5	
49.75	391.5	
49.833	391.6	
49.917	391.6	
50	391.7	
50.083	391.7	
50.167	391.8	
50.25	391.8	
50.333	391.8	
50.417	391.9	
50.5	391.9	
50.583	392	
50.667	392	
50.75	392	
50.833	392.1	
50.917	392.1	
51	392.2	
51.083	392.2	
51.167	392.2	
51.25	392.3	
51.333	392.3	
51.417	392.4	
51.5	392.5	
51.583	393	
51.667	393.1	
51.75	393.5	
51.833	393.4	
51.917	393.7	
52	393.7	
52.083	393.9	
52.167	393.9	
52.25	394.1	
52.333	394.1	
52.417	394.2	
52.5	394.3	
52.583	394.3	
52.667	394.4	
52.75	394.6	
52.833	394.6	
52.917	394.6	
53	394.8	
53.083	394.8	
53.167	394.9	
53.25	394.9	
53.333	394.9	
53.417	395.1	
53.5	395	
53.583	395.2	
53.667	395.3	
53.75	395.3	
53.833	395.3	
53.917	395.4	
54	395.4	
54.083	395.4	
54.167	395.5	
54.25	395.5	
54.333	395.5	
54.417	395.5	
54.5	395.5	
54.583	395.6	
54.667	395.6	
54.75	395.6	
54.833	395.7	
54.917	395.6	
55	395.6	
55.083	395.7	
55.167	395.6	
55.25	395.7	
55.333	395.7	
55.417	395.7	
55.5	395.6	
55.583	395.6	
55.667	395.6	
55.75	395.6	
55.833	395.7	
55.917	395.5	
56	395.6	
56.083	395.6	
56.167	395.6	
56.25	395.5	
56.333	395.6	
56.417	395.5	
56.5	395.6	
56.583	395.6	
56.667	395.6	
56.75	395.6	
56.833	395.5	
56.917	395.6	
57	395.5	
57.083	395.5	
57.167	395.4	
57.25	395.5	
57.333	395.5	
57.417	395.4	
57.5	395.5	
57.583	395.4	
57.667	395.3	
57.75	395.4	
57.833	395.3	
57.917	395.5	
58	395.4	
58.083	395.3	
58.167	395.3	
58.25	395.3	
58.333	395.4	
58.417	395.3	
58.5	395.4	
58.583	395.3	
58.667	395.3	
58.75	395.2	
58.833	395.2	
58.917	395.2	
59	395.2	
59.083	395.2	
59.167	395.2	
59.25	395.2	
59.333	395.2	
59.417	395.2	
59.5	395.1	
59.583	395.1	
59.667	395.1	
59.75	395.2	
59.833	395.2	
59.917	395.1	
60	395.2	
60.083	395.1	
60.167	395	
60.25	395	
60.333	395.1	
60.417	395.1	
60.5	395.1	
60.583	395.1	
60.667	395.1	
60.75	395	
60.833	395	
60.917	394.9	
61	395	
61.083	395	
61.167	395	
61.25	394.9	
61.333	395.1	
61.417	394.9	
61.5	395	
61.583	395	
61.667	395	
61.75	394.9	
61.833	395	
61.917	394.9	
62	394.8	
62.083	395	
62.167	395	
62.25	384.8	
62.333	1.3	
